Measurement conditions,,,
Sample identification,m-M1-As Noturn 06-04-23,,
47.23441906,48.195,5261,72.5328
47.2452855,48.195,5542,74.4446
47.25615194,48.195,5631,75.04
47.26701838,48.195,5322,72.952
47.27788482,48.195,5065,71.1688
47.28875126,48.195,4815,69.3902
47.2996177,48.195,4699,68.5493
47.31048414,48.195,4712,68.644
47.32135058,48.195,4789,69.2026
47.33221702,48.195,4795,69.2459
47.34308346,48.195,4820,69.4262
47.3539499,48.195,4989,70.6329
47.36481634,48.195,4952,70.3704
47.37568278,48.195,5191,72.0486
47.38654922,48.195,5168,71.8888
47.39741566,48.195,5394,73.4439
47.4082821,48.195,5436,73.7292
47.41914854,48.195,5242,72.4017
47.43001498,48.195,5261,72.5328
47.44088142,48.195,4537,67.3573
47.45174786,48.195,4072,63.8122
47.4626143,48.195,4057,63.6946
47.47348074,48.195,3838,61.9516
47.48434718,48.195,3797,61.6198
47.49521362,48.195,3749,61.2291
47.50608006,48.195,3772,61.4166
47.5169465,48.195,3947,62.8252
47.52781294,48.195,4162,64.5136
47.53867938,48.195,4175,64.6142
47.54954582,48.195,4165,64.5368
47.56041226,48.195,4141,64.3506
47.5712787,48.195,3986,63.1348
47.58214514,48.195,3769,61.3922
47.59301158,48.195,3711,60.918
47.60387802,48.195,3627,60.2246
47.61474446,48.195,3691,60.7536
47.6256109,48.195,3695,60.7865
47.63647734,48.195,3729,61.0655
47.64734378,48.195,3688,60.7289
47.65821022,48.195,3740,61.1555
47.66907666,48.195,3595,59.9583
47.6799431,48.195,3592,59.9333
47.69080954,48.195,3531,59.4222
47.70167598,48.195,3432,58.5833
47.71254242,48.195,3293,57.3847
47.72340886,48.195,3367,58.0259
47.7342753,48.195,3371,58.0603
47.74514174,48.195,3317,57.5934
47.75600818,48.195,3378,58.1206
47.76687462,48.195,3354,57.9137
47.77774106,48.195,3304,57.4804
47.7886075,48.195,3254,57.0438
47.79947394,48.195,3278,57.2538
47.81034038,48.195,3250,57.0088
47.82120682,48.195,3210,56.6569
47.83207326,48.195,3088,55.5698
47.8429397,48.195,3098,55.6597
47.85380614,48.195,3102,55.6956
47.86467258,48.195,3106,55.7315
47.87553902,48.195,3033,55.0727
47.88640546,48.195,3039,55.1271
47.8972719,48.195,2971,54.5069
47.90813834,48.195,3159,56.205
47.91900478,48.195,2970,54.4977
47.92987122,48.195,3008,54.8452
47.94073766,48.195,2976,54.5527
47.9516041,48.195,3009,54.8544
47.96247054,48.195,3060,55.3173
47.97333698,48.195,3043,55.1634
47.98420342,48.195,2915,53.9907
47.99506986,48.195,2973,54.5252
48.0059363,48.195,3007,54.8361
48.01680274,48.195,3061,55.3263
48.02766918,48.195,3054,55.263
48.03853562,48.195,3172,56.3205
48.04940206,48.195,2954,54.3507
48.0602685,48.195,3086,55.5518
48.07113494,48.195,2900,53.8516
48.08200138,48.195,3103,55.7046
48.09286782,48.195,3025,55
48.10373426,48.195,3051,55.2359
48.1146007,48.195,3056,55.2811
48.12546714,48.195,3028,55.0273
48.13633358,48.195,3001,54.7814
48.14720002,48.195,2978,54.5711
48.15806646,48.195,3029,55.0364
48.1689329,48.195,2916,54
48.17979934,48.195,3001,54.7814
48.19066578,48.195,2994,54.7175
48.20153222,48.195,2961,54.4151
48.21239866,48.195,3008,54.8452
48.2232651,48.195,3030,55.0454
48.23413154,48.195,3093,55.6147
48.24499798,48.195,3152,56.1427
48.25586442,48.195,2997,54.7449
48.26673086,48.195,2951,54.3231
48.2775973,48.195,2924,54.074
48.28846374,48.195,2978,54.5711
48.29933018,48.195,2978,54.5711
48.31019662,48.195,2963,54.4334
48.32106306,48.195,3054,55.263
48.3319295,48.195,3041,55.1453
48.34279594,48.195,3020,54.9545
48.35366238,48.195,3033,55.0727
48.36452882,48.195,2974,54.5344
48.37539526,48.195,3108,55.7494
48.3862617,48.195,2976,54.5527
48.39712814,48.195,3131,55.9553
48.40799458,48.195,2926,54.0925
48.41886102,48.195,2919,54.0278
48.42972746,48.195,3027,55.0182
48.4405939,48.195,3010,54.8635
48.45146034,48.195,3036,55.0999
48.46232678,48.195,2958,54.3875
48.47319322,48.195,2946,54.2771
48.48405966,48.195,2903,53.8795
48.4949261,48.195,2927,54.1018
48.50579254,48.195,2969,54.4885
48.51665898,48.195,3019,54.9454
48.52752542,48.195,2920,54.037
48.53839186,48.195,3012,54.8817
48.5492583,48.195,3020,54.9545
48.56012474,48.195,3047,55.1996
48.57099118,48.195,3057,55.2901
48.58185762,48.195,3056,55.2811
48.59272406,48.195,2983,54.6168
48.6035905,48.195,3037,55.109
48.61445694,48.195,3058,55.2992
48.62532338,48.195,2973,54.5252
48.63618982,48.195,3020,54.9545
48.64705626,48.195,3129,55.9375
48.6579227,48.195,2983,54.6168
48.66878914,48.195,2988,54.6626
48.67965558,48.195,3021,54.9636
48.69052202,48.195,3041,55.1453
48.70138846,48.195,3066,55.3715
48.7122549,48.195,3034,55.0818
48.72312134,48.195,3126,55.9106
48.73398778,48.195,3064,55.3534
48.74485422,48.195,3032,55.0636
48.75572066,48.195,3051,55.2359
48.7665871,48.195,2903,53.8795
48.77745354,48.195,3033,55.0727
48.78831998,48.195,2947,54.2863
48.79918642,48.195,2985,54.6352
48.81005286,48.195,3145,56.0803
48.8209193,48.195,3123,55.8838
48.83178574,48.195,3066,55.3715
48.84265218,48.195,3121,55.8659
48.85351862,48.195,3043,55.1634
48.86438506,48.195,3027,55.0182
48.8752515,48.195,2990,54.6809
48.88611794,48.195,2907,53.9166
48.89698438,48.195,2977,54.5619
48.90785082,48.195,2953,54.3415
48.91871726,48.195,2992,54.6992
48.9295837,48.195,2991,54.69
48.94045014,48.195,2994,54.7175
48.95131658,48.195,3052,55.2449
48.96218302,48.195,2932,54.1479
48.97304946,48.195,3067,55.3805
48.9839159,48.195,2888,53.7401
48.99478234,48.195,3015,54.909
49.00564878,48.195,2905,53.8981
49.01651522,48.195,2917,54.0093
49.02738166,48.195,2776,52.6878
49.0382481,48.195,2852,53.4041
49.04911454,48.195,2856,53.4416
49.05998098,48.195,2999,54.7631
49.07084742,48.195,3019,54.9454
49.08171386,48.195,2873,53.6004
49.0925803,48.195,2926,54.0925
49.10344674,48.195,2864,53.5164
49.11431318,48.195,2903,53.8795
49.12517962,48.195,2848,53.3667
49.13604606,48.195,2873,53.6004
49.1469125,48.195,2996,54.7357
49.15777894,48.195,2953,54.3415
49.16864538,48.195,3003,54.7996
49.17951182,48.195,3084,55.5338
49.19037826,48.195,3098,55.6597
49.2012447,48.195,3110,55.7674
49.21211114,48.195,3143,56.0625
49.22297758,48.195,3054,55.263
49.23384402,48.195,3131,55.9553
49.24471046,48.195,2991,54.69
49.2555769,48.195,2995,54.7266
49.26644334,48.195,2908,53.9259
49.27730978,48.195,2874,53.6097
49.28817622,48.195,3038,55.1181
49.29904266,48.195,2924,54.074
49.3099091,48.195,3034,55.0818
49.32077554,48.195,3065,55.3624
49.33164198,48.195,3092,55.6058
49.34250842,48.195,2939,54.2125
49.35337486,48.195,2937,54.1941
49.3642413,48.195,2914,53.9815
49.37510774,48.195,3010,54.8635
49.38597418,48.195,2871,53.5817
49.39684062,48.195,2794,52.8583
49.40770706,48.195,2898,53.8331
49.4185735,48.195,2902,53.8702
49.42943994,48.195,2754,52.4786
49.44030638,48.195,2796,52.8772
49.45117282,48.195,2805,52.9623
49.46203926,48.195,2767,52.6023
49.4729057,48.195,2847,53.3573
49.48377214,48.195,2805,52.9623
49.49463858,48.195,2691,51.8748
49.50550502,48.195,2716,52.1153
49.51637146,48.195,2728,52.2303
49.5272379,48.195,2704,52
49.53810434,48.195,2765,52.5833
49.54897078,48.195,2741,52.3546
49.55983722,48.195,2679,51.7591
49.57070366,48.195,2789,52.811
49.5815701,48.195,2748,52.4214
49.59243654,48.195,2822,53.1225
49.60330298,48.195,2879,53.6563
49.61416942,48.195,2857,53.4509
49.62503586,48.195,2662,51.5946
49.6359023,48.195,2825,53.1507
49.64676874,48.195,2734,52.2877
49.65763518,48.195,2773,52.6593
49.66850162,48.195,2860,53.479
49.67936806,48.195,2835,53.2447
49.6902345,48.195,2759,52.5262
49.70110094,48.195,2831,53.2071
49.71196738,48.195,2887,53.7308
49.72283382,48.195,2816,53.066
49.73370026,48.195,2848,53.3667
49.7445667,48.195,2944,54.2586
49.75543314,48.195,2885,53.7122
49.76629958,48.195,2869,53.563
49.77716602,48.195,2909,53.9351
49.78803246,48.195,2888,53.7401
49.7988989,48.195,2869,53.563
49.80976534,48.195,2820,53.1037
49.82063178,48.195,2975,54.5436
49.83149822,48.195,2944,54.2586
49.84236466,48.195,2930,54.1295
49.8532311,48.195,2892,53.7773
49.86409754,48.195,2898,53.8331
49.87496398,48.195,3007,54.8361
49.88583042,48.195,2845,53.3385
49.89669686,48.195,2840,53.2917
49.9075633,48.195,2802,52.9339
49.91842974,48.195,2679,51.7591
49.92929618,48.195,2815,53.0566
49.94016262,48.195,2889,53.7494
49.95102906,48.195,2900,53.8516
49.9618955,48.195,2942,54.2402
49.97276194,48.195,2951,54.3231
49.98362838,48.195,3085,55.5428
49.99449482,48.195,3309,57.5239
